# Languages settled by hand. Key = author|title|year, each part folded to lower case letters and
# digits (ia_lookup.norm), so it survives re-ordering, re-casing and a rebuilt database.
# key<TAB>language<TAB>title (the title is only there to read by)
tanizaki jun ichiro|tatowierkunst oder irezumi ubers von k koike|n d	German	Tätowierkunst, oder, Irezumi. Übers. von K. Koike.
tanizaki seiji|geisha eiko roman perevod s iaponskogo a a leiferta|1929	Russian	Geisha Eiko. Roman. Perevod s iaponskogo A. A. Leiferta.
tazawa yutaka and ooka minoru|zusetsu nihon bijutsu shi|1937		Zusetsu Nihon bijutsu shi
tegner f m|the nippon race club or yokohama race club 1862 1912|1912	English	The Nippon race club, or, Yokohama race club, 1862-1912.
telley henry arthur|japan the amoor and the pacific with notices of other places comprised in a voyage of circumnavigation in the imperial russian corvette rynda in 1858 1860|1881	English	Japan; the Amoor and the Pacific. With notices of other plac
tenri toshokan|relaction del illvstre y glorioso martyrio de quatro embaxadores portugueses conlicencia del ordinario desta civdad de manila en la compania de iesvs por raymundo magisa ano de 1641|1932	Portuguese	Relaction del illvstre, y glorioso Martyrio de quatro embaxa
terashima masashi|creative nippon an epic of japan s scientific achievements tr by nippon times|1943	English	Creative Nippon; an epic of Japan's scientific achievements.
tetsudosho|guidlibreto por japanlando trad de la redakcio de japana esperantoinstituto|1927	Esperanto	Guidlibreto por Japanlando. Trad. de la redakcio de Japana E
tetsudosho|images du japon education|1942	French	Images du Japon: education.
tetsudosho|livret guide du japon|1931	French	Livret-Guide du Japon.
thielen h s|das unterhimmlische reich|1935	German	Das unterhimmlische Reich.
tokutomi roka|nami ko romance japones traduzido por couto nogueira|1906	Portuguese	Nami-ko. Romance japones. Traduzido por Couto Nogueira.
tornau udo|menschen und weltreiche bevolkerungspolitische ringen am stillen ozean|1937	German	Menschen und Weltreiche. Bevolkerungspolitische Ringen am St
toussaint franz tr|les pins chantent quatre no|1925	French	Les pins chantent. Quatre No.
toyama usaburo|the western style colour prints in japan a catalogue on retrospective works of the exhibition in foreign country organized by nippon hanga kyokai|1936	English	The western-style colour-prints in Japan; a catalogue on ret
trautz f m|japan korea und formosa landschaft baukunst volksleben|1930	German	Japan, Korea und Formosa: Landschaft, Baukunst, Volksleben
tronson j m|personal narrative of a voyage to japan kamtachatka siberia tartary and various parts of coast of china in h m s barracouta|1859	English	Personal narrative of a voyage to Japan, Kamtachatka, Siberi
tsuchii bansui|su le orme dell ippogrifo temba no michi ni traduzione di h shimoi ed e jenco con una prefazione di harukichi shimoi|1920	Italian	Su le orme dell'ippogrifo (Temba no Michi ni). Traduzione di
turk japon cemiyeti|japonca turkce turkce japonca lugat|1936	Turkish	Japonca-Türkce, Türkce-Japonca Lûgat.
turkiye cumhuriyeti|turk nippon dostlugunun sonrasiz hatirasi ertugrul|1937	Turkish	Turk-Nippon. Dostlugunun sonrasiz hatirasi, Ertugrul.
u s strategic bombing survey|japan international air industries ltd nippon kokusai koku kogyo kk|1947	English	Japan International Air Industries, Ltd. (Nippon Kokusai Kok
u s strategic bombing survey|japan musical instrument manufacturing company nippon gakki seizo kk|1946	English	Japan Musical Instrument Manufacturing Company (Nippon Gakki
uberschaar hans|basho 1644 1694 und sein tagebuch oku no hosomichi|1935	German	Basho (1644-1694) und sein Tagebuch Oku no Hosomichi.
uberschaar hans|basho 1644 1694 und sein tagebuch oku no hosomichi|1935	German	Bashō (1644-1694) und sein Tagebuch "Oku no Hosomichi"
ueki takehiko|the gikio den a japanese romance|1887	English	The Gikio den. A Japanese romance.
ulrich leo|japan der wirtschaftskrieg|1917	German	Japan. Der Wirtschaftskrieg.
underwood edna worthley ed|moons of nippon translations from poets of old japan|1919	English	Moons of Nippon. Translations from poets of old Japan.
united states tax mission to japan|second report on japanese taxation by the shoup mission by carl s shoup et al|1950	English	Second Report on Japanese Taxation by the Shoup Mission, by 
uno tetsuto|die ethik des konfuzianismus|1927	German	Die Ethik des Konfuzianismus.
urach albrecht|ostasien kampf um das kommende grossreich|1940	German	Ostasien. Kampf um das Kommende grossreich.
ushikubo daijiro jt author|popular proverbs of nippon by d j r ushikubo and aisaburo akiyama|1928	English	Popular proverbs of Nippon, by D.J.R. Ushikubo and Aisaburo 
varga antal csige|japan es a japanok|1914	Hungarian	Japán és a japánok.
villaret e de|dai nippon le japon|1889	French	Dai Nippon (Le Japon).
villers comte h c de|le japon victorieux|1897	French	Le Japon victorieux.
villion a|cinquante ans d apostlat au japon|1923	French	Cinquante ans d'apostlat au Japon.
vincent l|le japon climat faune flore richesses minerales etc|1890	French	Le Japon; climat, faune, flore, richesses minerales, etc.
viollis andree|le japon intime|1934	French	Le Japon intime.
vories william merrell|the omi brotherhood in nippon a brief history of the omi mission founded in omi hachiman japan in 1905|1934	English	The Omi Brotherhood in Nippon; a brief history of "The Omi M
wakatsuki fukujiro|le japon traditionnel|1926	French	Le Japon traditionnel.
wakatsuki fukujiro|tradiciones japonesas la traduccion del frances ha sido hecha por m perales|1929	Spanish	Tradiciones japonesas. La traducción del frances ha sido hec
watanna onoto pseud|iaponskii solobei roman perevod s iaponskago n uri|n d	Russian	Iaponskii solobei. Roman. Perevod s iaponskago N. Uri.
wenckstern friedrich von|bibliography of the japanese empire volume 2 comprising the literature from 1894 to the middle of 1906 with additions and corrections to the first volume and a supplement to leon pages bibliographie japonaise added is a list of the swedish literature on japan by valfrid palmgren|1907	English	Bibliography of the Japanese Empire, Volume 2. Comprising th
wiedenhoff siegfried|der tagliche gang der bevolkerung in japan|1914	German	Der tägliche Gang der Bevölkerung in Japan
wikander i|uppsala kristliga studentforbunds missionsskriftserie i|1910	Swedish	Uppsala Kristliga Studentförbunds Missionsskriftserie I.
wilamowitz moellendorff graf von|besteht eine gelbe gefahr|1905	German	Besteht eine gelbe Gefahr?
winiwarter h de|kiyonaga et choki illustrateurs de livres|1924	French	Kiyonaga et Chōki, illustrateurs de livres
winkler heinrich|japaner und altaier|1894	German	Japaner und Altaier.
winther j m t|kagawa de forkuedes ven et rids af hans liv virke og tanker|1925	Danish	Kagawa de forkuedes ven. Et rids af hans liv virke og tanker
yamada kiku|japon derniere heure|1930	French	Japon, dernière heure.
yamanaka co|nihon koto meihinshu|1933		Nihon kotō meihinshū
yardley herbert o|red sun of nippon|1934	English	Red sun of Nippon.
yashiro yukio|the albums of koetsu s shikishi in the ostasiatische sammlung in berlin|1939	English	The albums of Koetsu's shikishi in the Ostasiatische Sammlun
yefime|japon|195	French	Japon.
yokomitsu riichi|young forever and five other novelettes by contemporary japanese authors riichi yokomitsu kyuya fukada mitsujiro serizawa tomoji abe den wada and chiyo uno tr by the japan writers society|1941	English	Young forever, and five other novelettes by contemporary Jap
yonekawa urbain marie|croquis du japon|1934	French	Croquis du Japon.
yonezawa ryusuke|turkce japonca muhavere kitabi ryusuke yonezava zeki bayat|1938	Turkish	Türkçe-Japonca muhavere kitabi, Ryusuke Yonezava & Zeki Baya
zachert herbert tr|aoi no ue no drama in zwei akten von komparu ujinobu|1939	German	Aoi no Ue. Nō Drama in zwei Akten von Komparu Ujinobu
zachert herbert|semmyo die kaiserlichen erlasse des shokunihongi|1950	German	Semmyo; die kaiserlichen Erlasse des Shokunihongi.
zenker ernst viktor|soziale moral in china und japan|1914	German	Soziale Moral in China und Japan.
zeyer julius|gompaci a komurasaki zaponsky roman treti nezmenene vydani|1906	Czech	Gompači a Komurasaki. Žaponský román. Treti Nezmenené Vydáni
|archiv fur ostasien|1949	German	Archiv für Ostasien
|art guide of nippon vol 1 nara mie and wakayama prefectures|1943	English	Art Guide of Nippon, Vol. 1, Nara, Mie and Wakayama Prefectu
|bulletin de l ecole francaise d extreme orient befeo|1901	French	Bulletin de l'Ecole Française d'Extrême-Orient (BEFEO)
|cultural nippon|1933 july 1941	English	Cultural Nippon
|handbook for travellers in japan|n d	English	Handbook for Travellers in Japan
|iaponskaia skazka no 16 udivitel nyi chainyi kotelok perevod otohei suzuki|1898	Russian	Iaponskaia skazka. No.16, Udivitel'nyi chainyi kotelok. Pere
|japan handbuch nachschlagewerk der japankunde ed by m ramming|1940	English	Japan Handbuch, Nachschlagewerk der Japankunde, ed. by M. Ra
|japan kozgazdasaga ismerteti a budapesti japan csaszari konzulatus|1910	Hungarian	Japán Közgazdasága ismerteti a Budapesti. Japán császári kon
|lexicon latino iaponicum depromptum ex opere cui titulus dictionarium latino lusitanicum ac iaponicum typis primum mandatum in amacusa in collegio iaponico societatis iesu anno domini m d xcv nunc denuo emend atque auctum a vicario apostolico iaponiae ed b petitjean|1870	Latin	Lexicon Latino-Iaponicum depromptum ex opere cui titulus: Di
|lexicon latino iaponicum depromptum ex opere cui titulus dictionarium latino lusitanicum ac iaponicum typis primum mandatum in amacusa in collegio iaponico societatis iesu anno domini m d xcv nunc denuo emend atque auctum a vicario apostolico iaponiae ed b petitjean|1948	Latin	Lexicon Latino-Iaponicum depromptum ex opere cui titulus: Di
|leyendas y narraciones japonesas tr por gonzalo j de la espada|1914	Spanish	Leyendas y narraciones japonesas. Tr. por Gonzalo J. de la E
|minutes of the fourth session of the japan mission annual conference of the methodist protestant church august 29 september 3 1895|august 29 september 3 1895	English	Minutes of the Fourth Session of the Japan Mission Annual Co
|mitteilungen des seminars fur orientalische sprachen zu berlin msos i ostasiatische studien|1898	German	Mitteilungen des Seminars für Orientalische Sprachen zu Berl
|nippon|1935 44	English	Nippon
|ooka seidan the case of ten ichi bo a cause celebre in japanese history tr by w j s shand from ooka meiyo seidan|1908	English	Ooka seidan: the case of Ten-ichi bo; a cause célèbre in Jap
|report of government section recorientation of japan|1950	English	Report Of Government Section Recorientation Of Japan
|revue des arts asiatiques raa|1924 39	French	Revue des Arts Asiatiques (RAA)
|russko iaponskaia voina i ee geroi illiustrirovannaia khronika voiny 1904 g vyp 3|n d	Russian	Russko-Iaponskaia voina i ee geroi; illiustrirovannaia khron
|statistiques demographiques|1931	French	Statistiques démographiques
|t oung pao tp archives concernant l histoire les langues la geographie et l ethnographie de l asie orientale|1890	French	T'oung Pao—通報 (TP) Archives concernant l'histoire, les langu
|who s who in nippon with manchukuo and china 1943 44|1944	English	Who's who in Nippon, with Manchukuo and China, 1943-44.
flood johs johannes|japan|1886	Norwegian	Japan
loti pierre|japan ved efteraarstid|1890	Danish	Japan ved Efteraarstid
rasmussen vilhelm|japan i fortid og fremtid|1919	Norwegian	Japan : i Fortid og Fremtid
|nyeste sang om krigen mellem japan og rusland og port arthurs fald|1905	Norwegian	Nyeste Sang om Krigen mellem Japan og Rusland og Port Arthur
futabatei shimei|en adoptert egtemand roman fra japan|1921	Norwegian	En adoptert egtemand : roman fra Japan
bass e dorthea|erindringer fra 4 aars ophold i japan|1896	Norwegian	Erindringer fra 4 Aars ophold i Japan
coucheron aamot w william|fra den kinesiske mur til japans hellige bjerg skildringer fra kina og japan samt hjemreisen til norge|1893	Norwegian	Fra den kinesiske Mur til Japans hellige Bjerg : Skildringer
starbuck roger|overbord eller det dobbelte krydstog en fort lling fra kysten af japan|1875	Norwegian	Overbord, eller Det dobbelte krydstog : en fortælling fra ky
|en grinagtig vise om krigen mellem japan og rusland og om hvorledes de raske smaa japanesere tage livtag med den russiske bj rn og hr adam og fr ken eva|n d	Danish	En grinagtig Vise om Krigen mellem Japan og Rusland : og om 
soderblom anna 1870 1955|neesima en lifsbild fran det moderna japan efter life and letters of joseph hardy neesima by arthur sherburne hardy|1893	Swedish	Neesima : en lifsbild från det moderna Japan efter Life and 
|japonia|ante 1896	Polish	Japonia
k osnik zygmunt|japonia|1904	Polish	Japonia
|japonia kraj wschodzacego s onca|n d	Polish	Japonia - kraj wschodzącego słońca
|der krieg zwischen china und japan 1894 95 1 theil das jahr 1894|1895	German	Der Krieg zwischen China und Japan 1894/95. 1 Theil, Das Jah
|der krieg zwischen china und japan 1894 95 2 theil die kampfe in den provinzen ljao tong und schantung bis zum waffenstillstand marz 1895|1895	German	Der Krieg zwischen China und Japan 1894/95. 2 Theil, Die Käm
|czerwony slub i inne opowiadania|1925	Polish	Czerwony ślub i inne opowiadania
|podroz do japonii spo eczenstwo japonskie cz 1|1903	Polish	Podróż do Japonii : społeczeństwo japońskie. Cz. 1
|podroz do japonii spo eczenstwo japonskie cz 2|1903	Polish	Podróż do Japonii : społeczeństwo japońskie. Cz. 2
|o japonii uwagi b go ownina do ktorych jest przydany s owniczek japonski uk adu k p thunberga|1823	Polish	O Japonii uwagi B. Gołownina, do których jest przydany Słown
rogala kosinski kazimierz|kwestja robotnicza w japonji|1926	Polish	Kwestja robotnicza w Japonji
|on some japanese legends|1875	English	On some Japanese legends
coucheron aamot w|fra den kinesiske mur til japans hellige bjerg skildringer fra kina og japan samt hjemreisen til norge|1893	Norwegian	Fra den Kinesiske mur: Til Japans hellige bjerg, skildringer
